mean,median,min,max,01,05,10,99,95,90
7793.146624016526,7833.645413912141,5846.296841065158,9726.697629672404,6388.187373078421,6866.907494043339,7050.398171817468,9139.273135328718,8696.481895259454,8517.702292834238
7759.948364057529,7758.53875575723,5688.26355741495,9496.696363997971,6499.989003571186,6763.16093398838,7013.599980870126,9122.735481981179,8735.957009186888,8479.690049935465
7726.401954793184,7692.6910252936905,5899.836796416608,9331.951135270618,6536.7490445353,6804.78247186428,7012.013513569577,8990.744523411518,8697.51985105813,8470.03864412733
7723.815290341326,7712.593778061367,5587.1339109004,9643.324856570362,6427.4696576208535,6815.125423329447,7027.262967113343,9015.598089178158,8660.84122141077,8438.231825693962
7668.7304948295905,7667.794188108146,5927.886195410125,9383.012987955528,6341.98313236711,6733.660457995602,6925.429792722075,9067.72630310217,8627.102307385227,8381.015090742665
7633.404441907038,7628.056934001588,6194.4254259933105,9484.826133561177,6377.538332076339,6675.46350738259,6898.064789925428,8988.843552575885,8587.486139602883,8345.966266490279
7597.353893873581,7619.379298278031,5727.585054382376,9768.722646939526,6223.620489719624,6620.298702668601,6820.450724318649,8895.821955890959,8537.465411942963,8327.734749835636
7571.919481467634,7584.129972759605,5563.525750039702,9241.022895825865,6371.643647763163,6624.472206645648,6800.922182141352,8838.538699970777,8485.850774512273,8317.265306093479
7535.241281442302,7562.01683961935,5746.5853636373695,9392.875961633656,6230.184185779037,6584.35659217211,6795.546363102667,8761.082171070024,8441.01067162499,8281.678841237503
7554.409620124852,7549.52958450414,5668.415173407127,9359.594770214457,6284.154144866762,6665.497776164391,6857.024269294708,8860.356106592566,8398.499501752382,8251.934769802621
7503.589140610208,7510.267832062709,5871.1238547409575,9369.957144245815,6284.798685031537,6619.887974004334,6798.693722627775,8851.080566238981,8440.27995637878,8212.874592897839
7457.123469242432,7463.638847794629,5315.245702281107,9239.769252445445,6099.809591919114,6499.259476146813,6739.874039533411,8828.092508224265,8398.714062265946,8193.340649892118
7443.6456486254465,7442.881369894163,5442.815734803794,9389.392627355375,5883.871346727651,6446.65378885981,6654.516163885209,8847.227421050842,8414.477908578834,8215.855258802827
7394.214052537893,7401.873506834284,5482.076950250063,9042.210225309096,6140.33322353998,6485.266624208929,6718.168483023886,8678.542581244794,8262.71915897061,8087.519781959746
7391.243598361443,7399.905849486277,5725.254374989741,9262.193588448092,6172.145750395679,6484.6142135545,6647.740106212324,8696.799591999397,8332.268270595609,8093.833905200256
7351.701828141797,7353.677208690549,5504.005028824932,9197.90402632906,6048.774835678274,6438.933537236055,6643.03628654409,8650.730258149732,8280.018312303559,8059.504059975757
7335.611487340269,7334.063736088059,5434.867209792201,9575.79852530319,5985.865822877863,6396.20981113193,6588.346760437941,8675.49179815783,8262.838073524552,8095.014348742836
7299.194038163246,7277.346407691155,5507.644577702627,9088.296865695404,6065.241321492337,6444.12647473695,6597.264199970021,8623.107857258608,8215.66988001404,8021.393436011403
7244.608400259721,7258.231387122541,5048.704566209004,9151.271476599337,5904.804552983828,6315.590909339373,6551.974574355082,8518.184045621885,8148.619794920526,7910.121868905505
7253.062218777434,7249.305902213489,5287.150304145575,9281.658600032777,5962.859814830925,6299.044572079158,6537.21732208211,8517.816719209528,8201.942121359141,7969.143814552547
7267.8009111827,7260.441665163995,5314.07750474428,9254.148752348794,5917.533936311894,6347.593764983156,6565.739587357676,8661.559846609245,8221.86864789105,7975.899388254443
7198.249222042066,7194.4118220794535,5324.918546006244,9050.060172572521,5934.953673169429,6293.651509988215,6468.459071494723,8552.869085299253,8127.116257095635,7927.123256888474
7156.617192220227,7166.726674480298,5440.797176306372,9220.29636187989,5825.527050888264,6238.379435426948,6459.1330714701235,8420.198445401742,8027.245698722023,7827.439399390132
7140.00838839298,7144.613835598155,5496.40796703767,8888.293128355443,5943.934955651372,6271.252845558823,6452.222383631405,8342.477651949126,7992.035963177317,7802.073410402139
7093.639214283129,7107.734962728515,5477.063751475337,8782.907916369382,5822.55940996451,6176.913529738145,6365.4129491230615,8408.662412356633,7970.952138842553,7784.529506053525
7071.790487355189,7081.498549150234,5302.2751801132345,9136.346323330035,5804.449603425199,6123.488182004025,6321.824317440751,8405.499015494008,8062.717971285767,7844.699627414665
7047.177678372982,7057.958655206026,5146.715515999104,8674.27762143059,5656.015062870935,6104.582375330991,6307.559441701596,8354.97588454208,7945.458587064016,7781.647023461414
7007.0213458154985,7008.035705103054,5132.85229086052,8566.136301773537,5747.351885584573,6144.637904269823,6320.298955186976,8225.51424130463,7925.87127598731,7711.342421298956
6992.982912953182,6981.804570825005,4993.528660889648,8713.486782726426,5705.689371741389,6050.3251877828225,6279.595232645261,8263.211189470096,7963.778489646604,7733.284374874172
6962.378400787263,6967.935832519055,5044.100109827431,8680.995226340705,5629.939344949821,6036.801037009638,6254.613174929936,8326.281901903969,7887.84564075548,7684.4400176169465
6908.17096115419,6924.395264147806,4880.683035444856,8660.074176022394,5501.073415246704,5957.5127737337525,6204.733573220774,8234.5380094781,7838.784331750325,7647.838234724367
6909.842740095877,6914.381437179984,5352.361839682735,8757.587631517003,5721.035906316159,5986.588126245211,6190.995703608626,8272.378753091203,7833.4313441050535,7629.3005489803645
6883.104710061767,6890.513947764002,4977.8421845960465,8475.444249368455,5596.895714469428,5938.276870885322,6143.61771491383,8069.6813505518585,7812.153946871955,7602.695871420983
6870.730725012049,6861.742343815818,5174.251420784811,8679.94780446587,5562.672578985292,5935.756747992589,6113.047249963334,8193.693994906147,7853.08492070321,7636.617683643066
6849.382246397301,6845.7875494569325,4846.042164445719,8701.659315324108,5541.855369838191,5943.841487410711,6148.756415965961,8207.519231183698,7811.408171406058,7568.484657424999
6805.398091967002,6804.25643092393,5250.990527447225,8359.832436878232,5422.63273350298,5860.961943886948,6122.729501298026,8062.065954423762,7717.971359047046,7510.302686783402
6784.188857915369,6771.128718934657,4905.972360548933,8556.08859008126,5437.7364013102715,5812.352286913034,6043.104205010423,8118.266157340095,7765.643723661506,7528.258521227416
6745.583502786803,6749.68702430432,4744.452207094701,8466.331264473209,5451.687770519401,5774.391731412155,5956.266157517287,7989.532827528242,7696.245877786386,7511.135803240071
6713.835370699416,6747.86482176171,4894.373639497118,8525.771413851999,5380.345971529394,5741.76410692105,5970.831698418222,8029.767334920231,7632.1764117958855,7424.868778558219
6715.2860405597,6695.097199634054,4938.005292843127,8340.677930536589,5545.363771238574,5822.9824588111205,5998.172715103225,7964.960435254718,7622.561690319717,7441.844868090321
6665.78186603072,6674.023178896685,5133.826871810406,8382.163813173713,5344.701073815617,5714.957442634864,5953.093692626842,7908.938758052486,7564.001053064408,7399.173817596511
6644.810037615547,6659.939516501344,4648.622825721444,8716.734287743458,5203.615529037127,5681.947749746121,5919.8823187514545,7912.826842349237,7587.584161609742,7369.645156637433
6596.306550211428,6583.138035570946,4603.594435750348,8474.397044698722,5255.873616355602,5706.680358592752,5914.223042866183,7878.7976925664425,7498.622707403757,7279.324143740232
6604.0192981209375,6565.051879448511,4648.974390284577,8566.960464355761,5310.817102483495,5639.166676445334,5869.1295990374065,8041.23377786792,7616.062079587477,7360.712907477077
6540.289464536674,6537.65199393693,4564.23774598059,8437.138639824128,5201.808719658988,5627.857535002732,5814.322832204856,7841.722629898541,7512.842100242664,7304.690252121644
6514.661641984184,6486.401091293626,4797.193964643306,8902.10816203479,5227.866459410304,5611.190363872702,5805.924366091616,7868.795613842214,7497.247792323663,7206.888171741425
6469.650462370196,6473.159101448015,4532.325676671278,8063.168330386273,5178.60407789172,5541.8919158389745,5697.201179117947,7779.434532812561,7382.709044601215,7210.349642499618
6487.79307159625,6459.9112906267355,4405.432259274459,8212.718882881094,5241.154869330213,5564.5855615791415,5748.483649534345,7856.738885323604,7512.562792291128,7250.1865117099915
6438.458582776577,6429.380611131572,4742.447303501094,8531.372862928985,5163.280931486667,5497.651381206047,5725.120345820332,7798.317766178852,7395.029333868164,7167.297030846203
6412.262948431519,6406.115857518827,4323.341238212641,8249.54045116024,5135.297824743813,5518.985143187673,5704.554334961318,7703.94395260916,7327.751664003288,7138.1471573020945
6409.743292468692,6378.191476612871,4514.469297836324,8265.046508874037,5151.300899415886,5519.6614512486785,5691.490833919648,7701.471603580024,7335.128202206798,7140.908885510219
6356.469572431908,6332.6072251932665,4331.318489426433,7817.606199449116,5126.134744686057,5427.301564174614,5624.611238182151,7709.560630562218,7335.234981096,7096.583123752737
6304.75337995914,6292.318653525492,4655.143238911353,8114.664657189283,5024.197983468702,5382.701301609395,5573.53082287785,7572.135528514049,7248.585642084157,7035.103830001651
6273.227949939036,6263.289230278868,4557.22596227135,7936.5883424180865,4994.259000060759,5343.154945742306,5556.206904675617,7524.23070135352,7184.318581554089,6976.632482247225
6229.942893173079,6254.677855722075,4524.888622975541,7847.820853266978,4910.910915092724,5285.779893190908,5484.141278022967,7448.301314175142,7142.867677107858,6933.85488116629
6232.846084341567,6247.344111950768,4258.559597708385,8206.28151311283,5056.126843155703,5336.7972329785825,5505.583877034329,7437.590046328877,7150.460672555674,6990.051009616656
6215.356193317249,6208.340165124714,4339.326510168437,8198.176229960922,4990.816809005302,5315.673503130715,5502.699384573688,7599.938964624044,7111.404682018387,6942.5861969342195
6202.385766589445,6196.9773872279575,4331.3668509930285,7975.751402554115,4874.8265458497635,5247.053339049962,5457.570351830578,7593.371273950368,7160.5964150655145,6948.916804963492
6145.13197465082,6144.7100010839495,4331.804105479949,7911.784293179071,4759.6560955564155,5220.555249543622,5437.940241784643,7370.646683767895,7024.2506429807045,6861.4036693342
6113.895669985115,6117.002169642054,3995.667940488617,7892.5298483338065,4862.543038414279,5204.4244448860245,5408.588754748075,7328.764393409455,6994.603783524578,6805.483792345537
6120.455529331227,6141.23356595941,4423.319336178247,7655.893039564932,4861.896358499364,5159.672657670887,5357.155535962144,7345.98103707508,7037.5256391597495,6817.84234269611
6053.05508751653,6058.630197587736,4332.71041337275,7704.617449483561,4741.832490683019,5132.359423347735,5304.468389183574,7341.77293955378,6974.876192503811,6779.564308740127
6081.182356194395,6076.818859384468,3949.1286433684854,7966.8710480480495,4862.1151680778,5163.499604722459,5340.345867494139,7396.278009341199,7066.792986610951,6811.508422181362
6007.870072996568,5993.965129054351,4194.380038959829,7727.689833678259,4844.165042299465,5066.091304972333,5293.795119126012,7255.633163727298,6941.027130582211,6755.905007621376
5964.105440551682,5956.245038375346,4142.540612770339,7791.812382717386,4706.4527179004,5121.385388319395,5257.647126248942,7258.244706836723,6892.471317259392,6691.908611599124
5970.7772263692905,5955.211301795936,3939.8564230985758,7762.933774930142,4686.333250019498,5023.409530186254,5273.93952973318,7245.496537932982,6867.943056490568,6647.872567040609
5919.1492053381235,5898.99675879363,4202.028773886408,7642.227651516101,4637.314591835563,5024.3194047227435,5204.489713426798,7307.7166176877945,6908.3667557830795,6651.939767992189
5920.552413283645,5937.581161561122,4248.4518766169585,8014.164005080929,4602.757019154092,4979.213071012825,5176.116236963407,7307.817141829175,6875.985214027528,6663.602219391615
5889.925527146887,5896.179157041699,4119.995037655757,7677.455849340704,4525.480397369452,4935.277210298457,5154.654654685083,7219.399927510603,6806.026649785337,6630.162897559197
5810.639013477651,5818.499775156662,4172.082381954967,7679.514302842843,4572.044798859187,4923.810883548874,5101.886920709091,7133.623861833666,6705.613766453304,6471.992345016106
5828.693922950528,5841.675118352068,4052.539865205452,7619.778521625582,4539.977133124542,4891.261559255017,5078.108721517575,7138.9925815226525,6730.800532647859,6543.724567308777
5788.167608844296,5752.583200396959,4140.100986050833,7643.740102627499,4589.720358268865,4891.57080614533,5058.1236003773,7139.653548682569,6763.3939331113315,6543.057853814064
5717.163721130204,5722.5505182524885,3967.2638763793784,7674.387043321191,4273.085345758471,4798.348521032455,5006.999506906696,7013.65807812048,6612.608323348272,6432.075834764722
5723.41739432633,5710.801238496577,4020.4943719020275,7430.166066649837,4493.748061175104,4787.150411491738,5023.519611932267,7025.255550733526,6632.138258205878,6459.523286855571
5698.007824506967,5677.150029560647,4053.919146094591,7953.483152089484,4430.980944416899,4804.9682621486145,4997.96547522524,6997.8705150196465,6646.399544233351,6405.480466625026
5681.730370067258,5680.642647345407,3586.5505476836556,7268.993146750805,4435.145433967631,4767.588774656664,4960.356416153276,7003.80986430826,6655.358024188149,6411.601300996328
5638.107057280434,5636.3140624764055,3991.4162680843174,7658.338396029407,4295.0315991835805,4668.106942155748,4900.160824943374,7007.166855131519,6594.878698452397,6381.710693753699
5627.286027479321,5614.713809942592,4032.041682695814,8132.685841056291,4380.6444851253955,4729.914282804826,4901.287459185389,6974.174668016112,6555.213910335422,6339.592408230235
5595.842604198884,5598.463589668165,4054.7596545931256,8165.903645760479,4316.803293413766,4677.355637901751,4860.658838549311,6930.164621814623,6557.325020697306,6284.6467785835475
5538.23773136047,5548.422888703637,3143.590616228744,7126.201919223388,4212.529210291206,4599.733414227422,4801.788475667625,6875.941471644671,6433.3606694085165,6268.764056518577
5529.229248018763,5530.593401494967,3797.0840794961387,7406.730945850156,4207.856489587628,4606.928207463411,4831.645680709994,6793.347722952719,6411.89245274683,6232.9599591247525
5486.242377629402,5496.142794052078,3456.1395319401126,7470.12780440339,4220.766473799333,4538.350294124911,4727.94245049445,6864.206326345401,6430.3718749549735,6215.8911325819
5494.525914558726,5511.920752495613,3762.019437135027,7152.618433864717,4117.576249440925,4516.883211294146,4748.177514760213,6840.171511784038,6397.397766157526,6237.762435858573
5457.474727653027,5469.481448167237,3754.6801881595848,7437.864506299285,4085.181412797956,4504.68145616611,4758.271126121241,6740.4728779981115,6332.243543362621,6134.272453060778
5424.368847552183,5408.7863601977115,3551.3435116630676,7273.721213208003,4015.398163332314,4433.580691843614,4703.506103243006,6895.163392424382,6332.731466088274,6174.12808639296
5416.431030084318,5430.256251712151,3736.5934979634526,7437.093052206519,4086.1798965441467,4482.983451817806,4710.840364595281,6817.663923504123,6348.000742992632,6125.177511696177
5383.1518723491945,5387.963828958516,3271.8844858573125,7708.37001798038,4013.218149345624,4447.917061989742,4645.488496719482,6705.310315038359,6295.817285873287,6102.244785044919
5354.0950337043205,5335.187982561501,3916.160402892431,7024.589783221523,4180.400791680355,4476.114863977299,4645.859557689852,6648.362088693411,6322.487946962571,6087.280289654663
5273.921507741603,5281.0915108423305,3549.1580335220997,7062.406962286095,3993.654570334307,4329.785659279961,4509.050895739546,6619.344838619428,6245.5048644182725,6048.810597960257
5274.664070710735,5275.537319807691,3612.7423575282924,6871.307425920023,4038.1815710894107,4360.780035262973,4530.897997964361,6527.607822595623,6216.2041450811175,6012.4093098949525
5257.039368501521,5259.298046831216,3494.643506796347,7007.2824256888025,3966.0943007231303,4356.9017754591,4566.921116384122,6572.73169778943,6218.545236619145,6000.048130850931
5247.819510133343,5259.9404289825,3374.6054466903543,7169.235527346864,3978.0893649542377,4292.99006916216,4510.514649167244,6606.739792952444,6222.602639143183,5988.885527865739
5193.344157249274,5194.213906620631,3168.071327451248,6838.325464697914,3880.3687665251114,4228.782071943487,4476.204006014707,6436.273060213241,6099.341594741001,5915.396176153783
5152.0003668259515,5128.353422171109,3516.4892358736906,7164.7833210507415,3854.8654503197076,4187.804361289657,4449.555379244862,6451.5086339500485,6081.613558578439,5855.333152431462
5138.366380306154,5155.05602146915,3408.0726771070667,6823.981071809434,3813.526228210552,4193.086597102502,4413.0719274764215,6366.965190926294,5997.5829586526015,5825.678902289523
5120.718505711507,5122.280387078907,3365.170059278794,6852.168243900964,3673.006362904753,4125.35404033308,4360.281686007016,6473.762772068582,6071.940371788899,5871.939222331676
5112.727641173794,5124.8239745079845,3134.5057192477334,6992.1263499259385,3899.499652097994,4175.775678506248,4372.111395374033,6445.691018827136,6044.332248993389,5851.355895979081
5050.5852794352695,5052.620033008563,3326.8929491954605,6726.377207356241,3660.267324742026,4079.6834175960353,4287.492992972816,6371.186562065604,6040.942683222005,5806.160508441528
5023.3709283847265,5040.91787233204,3008.68001640708,6683.822853317624,3714.807775670896,4155.157664549612,4300.1776701986955,6337.269831741648,5951.573329946738,5705.87236960683
5021.6442996590895,5034.391743059991,3419.7044625938524,6602.1527345676,3710.6956541965696,4075.2967683979073,4305.223006642742,6290.050471095896,5918.897324987533,5723.189955562518
4972.728668379309,4961.9879267006245,2876.609179082618,6891.593837469741,3623.675657797845,4046.3707614898485,4274.676721583592,6239.960113299362,5886.134778733918,5701.042795427031
4912.677547568972,4900.803553169808,3256.729726943783,6662.889695235401,3571.281605656051,3920.027223195636,4189.59665897885,6319.686197619132,5859.405744795617,5667.536166259206
4953.394503639326,4941.145342133335,3294.2832431907227,6707.572977105101,3678.0516728664393,4039.853493148421,4231.653333278844,6294.988033482588,5857.86589695732,5662.815355591091
4875.983735345296,4891.402060590355,3349.3581710332683,6608.023056582527,3545.2866136186663,3926.4517328650873,4138.135191067119,6181.634019793749,5823.647536514351,5623.188928483409
4842.098507614914,4843.687882440801,2856.7107063660815,6845.50325670088,3443.0881479610666,3903.6935398570927,4135.258549612783,6170.382605445631,5770.663604441764,5546.3636396985385
4839.693923151993,4819.333650148421,3091.040003893175,6557.382604610724,3561.5015894013472,3996.532013078255,4167.322150200289,6162.634392093348,5777.438567834824,5561.53449476518
4795.998824600656,4803.32809818504,2981.5187268685713,6428.476930435729,3469.1963978565823,3867.5676089297463,4043.9975263320553,6100.599223354824,5732.606550968175,5520.543224128924
4754.860596866287,4752.633885609828,2750.2052582162296,6571.3249921813185,3438.9396025281258,3787.420984084033,4005.7392639151713,6072.687330885506,5727.909351668346,5524.447884671269
4748.8748389213915,4745.795748659093,3071.3379133294898,6427.245401711776,3395.563493042988,3827.1869320004325,4011.744626025446,6138.856894732082,5684.331308052215,5497.830644777769
4701.796644134468,4694.206266115963,2986.3325358916773,6300.133377527708,3455.545277618731,3769.1013665248274,3968.32928126999,5995.52428536186,5617.3056140137205,5387.23218853474
4670.980246732784,4653.335018231039,2764.555531976128,7320.867651116902,3345.701086127055,3686.8227469959247,3914.1319976730665,5997.7773377910435,5616.71186753127,5396.65370499375
4649.702772613149,4634.8502914445235,2975.2101629785775,6335.191087990837,3426.3848305841734,3762.332164500864,3956.6827602743483,5855.331681062631,5590.003914054508,5363.987246064611
4628.61391798753,4618.534916632033,2462.4610060928403,6471.008685844591,3329.5539247519528,3719.3245638651474,3911.922693263302,5969.741462767285,5577.12519025561,5389.863125879086
4605.2297435942555,4567.7824231991435,2834.0760642761306,6406.2349723969755,3350.7158426002816,3702.6629289944008,3906.4030104433646,5999.792783272653,5567.205095506471,5331.302378463223
4586.025970943119,4595.550213679529,2349.5657076129746,6343.487190523237,3249.0049627636886,3699.87173586008,3897.9425002961016,5866.844519591512,5487.637012104316,5265.562144936037
4557.7439308398,4560.885368030021,2865.503066394107,6257.610633191165,3248.8789741976134,3618.401765735342,3828.4976177493527,5879.251611663472,5477.286766690899,5300.832886536941
4516.489784058967,4498.517624173101,2659.1403468295284,6646.842728563461,3252.3832999541155,3618.2924650762484,3801.444379258211,5919.951120983986,5505.245009405643,5241.203796782731
4467.748031365831,4441.0118648435955,2522.3376008044197,6325.0656565073805,3279.1778742151328,3587.913087919242,3777.5791718233686,5807.451203259663,5402.921133281642,5169.992063178749
4467.059613014672,4488.009902169904,2609.88609535666,6415.329654948147,3149.073791109341,3521.5109596593693,3706.7710328628277,5761.338441241657,5421.371497923038,5201.9146602312385
4438.478233611668,4445.444805657111,2584.932225160283,6912.895843257149,3058.9741802666213,3503.8788385732323,3710.6006024594017,5709.654597111136,5357.301022947535,5140.661907281549
4392.17726549121,4395.845342419605,2809.6162949972204,6068.156887320432,3096.9705828111155,3468.4671865542246,3660.108562245946,5758.008980846018,5340.241515573069,5120.383887140514
4390.125438660343,4425.878708470174,2709.81372870218,6290.9081673622895,3044.6194967273095,3402.7681158222176,3612.4709435351488,5805.203897792971,5376.755909095485,5142.751926660375
4348.276472465573,4352.6462283638175,2495.6603165074603,5870.555845661833,3008.7127516299747,3408.648647989353,3617.3501622462827,5524.325647794091,5253.677269373207,5061.137918283417
4314.064690471324,4310.264116786175,2496.4034778460264,5872.566922667675,3141.7546534560347,3462.5518796281585,3642.2926636439656,5586.275154395186,5253.57116371111,5070.126048479183
4288.900604963914,4273.887399784837,2674.092597561941,5853.0364934989175,3007.497285581989,3379.091467093736,3589.296890649717,5512.885430288592,5166.829696916122,5013.557759461899
4256.890584781254,4257.327623206609,2027.7460926543054,6307.76123383589,2912.863850098044,3330.5113926031813,3520.898217648175,5544.156627544799,5196.603019135038,4981.5605125236325
4230.275175899786,4223.042697477858,2569.0605445936835,6126.184218698916,3013.4415110307245,3316.5182804332885,3495.9656339371745,5578.590972174537,5182.317557321296,4966.875359190053
4199.506284047256,4188.5314606808115,2515.502259057581,5904.880452310962,2794.7940886623887,3245.2682021556157,3474.5977525349617,5622.725979045421,5163.271270046953,4979.327787755958
4161.878841571217,4156.7532018057445,2132.3853187582,5972.8456165312045,2917.959802382479,3177.824008609386,3415.0287361200267,5506.086331149964,5128.518861469886,4929.456571399303
4164.263590906575,4149.974347315105,2366.594258662681,5930.949706851963,2831.1449813793965,3242.4606028061667,3451.6462858012137,5495.726021802928,5062.724246290283,4899.715570155854
4144.098745035073,4163.391859078856,2411.776350438174,6030.5688854916,2843.746574233816,3178.209677335379,3393.366109050816,5366.82271325123,5054.686273123936,4882.626978051784
4080.353379743836,4077.874618867333,2070.1924113588548,5666.252875917581,2891.4448341246803,3194.250381052543,3357.8807523841674,5346.9318274471425,4981.247673365696,4781.017739812404
4070.532864053679,4075.687075746987,2372.7706153936933,6346.895985378935,2795.74126654164,3146.0380221857667,3337.466126110966,5484.2368047214895,4938.5793598701475,4794.111754975122
4048.7910072743907,4056.2141611864436,1776.9151570279892,6087.380281333955,2722.5930981397423,3086.23990886021,3333.777057915534,5355.622089804333,4964.979885407043,4775.916749966165
4024.285144469484,4002.6007321792954,1946.3250341097048,5781.471509002344,2761.246788245594,3131.7912586247585,3324.051656047694,5353.949096454897,4955.144767016799,4724.481904528823
3961.3099806923433,3975.715281203077,1983.5407139955796,5769.640760984578,2715.021312712644,3045.805638824605,3234.1157660176236,5344.995004691731,4894.259691175364,4697.036562402208
3945.9773562004784,3955.274973391048,1903.646694889633,5914.160059869868,2655.7410741135905,2976.9892396967916,3203.038582150706,5379.969106666193,4919.22764671297,4663.619864951934
3934.045996223249,3915.6783468349777,1418.3942968690567,5334.13170023593,2719.0025725689525,2998.508343925245,3166.9451135484364,5139.71194914535,4875.867729972755,4701.914341488791
3856.967330486143,3871.8955681842954,1896.8173733097049,5483.680023910179,2562.360847941344,2899.191481415911,3110.3501145707987,5192.271304552069,4773.530615650871,4599.571897803986
3864.3070237450806,3891.1404359143476,2057.434755460994,5935.448787736816,2510.9750717125216,2904.8372473082054,3114.317696853742,5209.75873478331,4797.009866099469,4580.769190016116
3814.5723380983713,3801.4678682940494,1813.7635608015555,5533.215995225026,2454.169664454593,2888.4328968323603,3119.429380821365,5131.229638045412,4725.622107698946,4528.111517502676
3823.3829641471757,3832.3349074860653,2180.459359320206,5652.750647458968,2513.2226973201628,2871.419669017838,3088.2442327937724,5220.433227072685,4813.2991242260205,4562.7104254143205
